,EVENT_ID,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
1144,864898,,,Unknown
1145,864904,,,Unknown
1146,864924,,,Unknown
1147,864939,,,Unknown
1148,866442,,,Unknown
1149,727985,27.0,M,Outside/Open Areas
1150,728128,60.0,M,Vehicle/Towed Trailer
1151,728269,82.0,F,Vehicle/Towed Trailer
1152,728565,82.0,M,Outside/Open Areas
1153,729040,25.0,M,Outside/Open Areas
1154,730198,26.0,F,In Water
1155,731057,31.0,F,Vehicle/Towed Trailer
1156,731598,65.0,F,Outside/Open Areas
1157,731599,57.0,F,Outside/Open Areas
1158,731600,96.0,F,Outside/Open Areas
1159,731601,55.0,M,Outside/Open Areas
1160,731727,48.0,M,Outside/Open Areas
1161,733015,45.0,F,Outside/Open Areas
1162,733767,48.0,M,Outside/Open Areas
1163,733767,63.0,M,Vehicle/Towed Trailer
1164,866452,,,Unknown
1165,734468,14.0,M,Outside/Open Areas
1166,734679,,,Vehicle/Towed Trailer
1167,734679,,,Vehicle/Towed Trailer
1168,734806,60.0,F,Outside/Open Areas
1169,734809,19.0,M,Outside/Open Areas
1170,734908,41.0,M,Vehicle/Towed Trailer
1171,734912,,M,Vehicle/Towed Trailer
1172,734912,,,Vehicle/Towed Trailer
1173,735408,57.0,M,Outside/Open Areas
1174,735409,0.0,M,Vehicle/Towed Trailer
1175,735822,6.0,M,Outside/Open Areas
1176,735911,59.0,M,Vehicle/Towed Trailer
1177,736574,65.0,M,Outside/Open Areas
1178,781920,46.0,M,Vehicle/Towed Trailer
1179,864889,,,Unknown
1180,737012,36.0,F,Outside/Open Areas
1181,737092,57.0,M,Vehicle/Towed Trailer
1182,737092,73.0,M,Vehicle/Towed Trailer
1183,737106,23.0,F,Vehicle/Towed Trailer
1184,737398,72.0,F,Permanent Structure
1185,737434,36.0,M,Vehicle/Towed Trailer
1186,737438,46.0,M,Vehicle/Towed Trailer
1187,864925,,,Unknown
1188,737504,68.0,F,Outside/Open Areas
1189,737519,64.0,M,Vehicle/Towed Trailer
1190,737640,84.0,M,Permanent Home
1191,866451,,,Unknown
1192,737791,,,Outside/Open Areas
1193,737796,,,Outside/Open Areas
1194,738328,21.0,M,Vehicle/Towed Trailer
1195,738329,,M,Outside/Open Areas
1196,745618,32.0,M,Outside/Open Areas
1197,751916,,F,Under Tree
1198,786913,11.0,M,In Water
1199,786913,16.0,M,In Water
1200,854799,,,Unknown
1201,854799,,,Unknown
1202,854805,,,Unknown
1203,854805,,,Unknown
1204,854805,,,Unknown
1205,854806,,,Unknown
1206,854807,,,Unknown
1207,855619,,,Unknown
1208,855619,,,Unknown
1209,856204,,,Unknown
1210,856204,,,Unknown
1211,856204,,,Unknown
1212,858357,,,Unknown
1213,861878,34.0,M,Outside/Open Areas
1214,778759,49.0,M,In Water
1215,778759,47.0,F,In Water
1216,782826,8.0,M,In Water
1217,785747,74.0,M,Permanent Home
1218,785748,22.0,F,Permanent Home
1219,785756,67.0,M,Outside/Open Areas
1220,783856,65.0,M,Outside/Open Areas
1221,783860,79.0,F,Outside/Open Areas
1222,783872,81.0,M,Outside/Open Areas
1223,799751,27.0,M,In Water
1224,774718,37.0,M,Vehicle/Towed Trailer
1225,774718,5.0,M,Vehicle/Towed Trailer
1226,774718,4.0,F,Vehicle/Towed Trailer
1227,774718,70.0,F,Unknown
1228,774715,,,Unknown
1229,774715,81.0,M,Heavy Equipment/Construction
1230,774715,40.0,M,Heavy Equipment/Construction
1231,774715,21.0,M,Heavy Equipment/Construction
1232,774723,42.0,M,Under Tree
1233,737349,,,Unknown
1234,737349,,,Unknown
1235,737349,,,Unknown
1236,737349,,,Unknown
1237,737349,,,Unknown
1238,737349,,,Unknown
1239,737349,,,Unknown
1240,737349,,,Unknown
1241,737349,,,Unknown
1242,737349,,,Unknown
1243,737349,,,Unknown
1244,737349,,,Unknown
1245,737349,,,Unknown
1246,737349,,,Unknown
1247,737349,,,Unknown
1248,737349,,,Unknown
1249,737349,,,Unknown
1250,737349,,,Unknown
1251,737349,,,Unknown
1252,737349,,,Unknown
1253,737349,,,Unknown
1254,807380,20.0,F,Vehicle/Towed Trailer
1255,743596,49.0,F,Vehicle/Towed Trailer
1256,743586,34.0,M,Vehicle/Towed Trailer
1257,743586,43.0,M,Vehicle/Towed Trailer
1258,727489,52.0,M,Vehicle/Towed Trailer
1259,727489,35.0,M,Vehicle/Towed Trailer
1260,785740,68.0,M,Unknown
1261,785741,77.0,M,Unknown
1262,861893,42.0,M,Outside/Open Areas
1263,861895,51.0,M,Outside/Open Areas
1264,861909,47.0,F,Outside/Open Areas
1265,861910,27.0,M,Outside/Open Areas
1266,861919,29.0,M,Outside/Open Areas
1267,862273,,,Unknown
1268,862273,,,Unknown
1269,862273,,,Unknown
1270,862273,,,Unknown
1271,862273,,,Unknown
1272,862273,,,Unknown
1273,862273,,,Unknown
1274,862273,,,Unknown
1275,862273,,,Unknown
1276,862273,,,Unknown
1277,862273,,,Unknown
1278,862273,,,Unknown
1279,862273,,,Unknown
1280,862273,,,Unknown
1281,862273,,,Unknown
1282,862273,,,Unknown
1283,862273,,,Unknown
1284,862274,,,Unknown
1285,862274,,,Unknown
1286,862274,,,Unknown
1287,862274,,,Unknown
1288,862274,,,Unknown
1289,862274,,,Unknown
1290,862274,,,Unknown
1291,862274,,,Unknown
1292,862274,,,Unknown
1293,862274,,,Unknown
1294,862275,,,Unknown
1295,862275,,,Unknown
1296,862275,,,Unknown
1297,862277,,,Unknown
1298,862278,,,Unknown
1299,862279,,,Unknown
1300,862279,,,Unknown
1301,862279,,,Unknown
1302,863310,,,Unknown
1303,863310,,,Unknown
1304,863310,,,Unknown
1305,863310,,,Unknown
1306,863310,,,Unknown
1307,863311,,,Unknown
1308,863312,,,Unknown
1309,863313,,,Unknown
1310,863313,,,Unknown
1311,863313,,,Unknown
1312,863313,,,Unknown
1313,863314,,,Unknown
1314,863314,,,Unknown
1315,863379,,,Unknown
1316,863379,,,Unknown
1317,863758,34.0,M,Unknown
1318,863879,,,Unknown
1319,863879,,,Unknown
1320,863879,,,Unknown
1321,863880,,,Unknown
1322,863917,,,Unknown
1323,864337,,,Unknown
1324,864339,,,Unknown
1325,864340,,,Unknown
1326,864342,,,Unknown
1327,864342,,,Unknown
1328,864342,,,Unknown
1329,864342,,,Unknown
1330,864342,,,Unknown
1331,864338,,,Unknown
1332,830028,44.0,F,Permanent Home
1333,784797,77.0,M,Vehicle/Towed Trailer
1334,785131,39.0,M,Outside/Open Areas
1335,759483,32.0,F,Permanent Home
1336,786744,78.0,M,Vehicle/Towed Trailer
1337,788617,38.0,F,Vehicle/Towed Trailer
1338,789509,54.0,M,Vehicle/Towed Trailer
1339,792470,48.0,M,Permanent Home
1340,791728,37.0,F,Outside/Open Areas
1341,788886,19.0,M,Vehicle/Towed Trailer
1342,792571,46.0,M,In Water
1343,792571,52.0,F,In Water
1344,792641,78.0,M,Vehicle/Towed Trailer
1345,793520,76.0,F,Vehicle/Towed Trailer
1346,793520,61.0,F,Vehicle/Towed Trailer
1347,794526,41.0,F,Permanent Home
1348,737466,,M,In Water
1349,737542,,M,In Water
1350,767747,47.0,M,In Water
1351,767747,17.0,M,In Water
1352,767750,53.0,M,In Water
1353,767801,30.0,M,In Water
1354,767803,18.0,F,In Water
1355,767805,50.0,M,In Water
1356,774666,,M,In Water
1357,785090,2.0,F,Mobile/Trailer Home
1358,785711,73.0,M,Unknown
1359,785715,86.0,F,Permanent Home
1360,785715,86.0,M,Permanent Home
1361,785716,81.0,M,Unknown
1362,786266,73.0,M,Vehicle/Towed Trailer
1363,786266,65.0,M,Vehicle/Towed Trailer
1364,786268,52.0,M,Vehicle/Towed Trailer
1365,786315,87.0,M,Unknown
1366,788675,,,Unknown
1367,788675,,,Unknown
1368,788675,,,Unknown
1369,788675,,,Unknown
1370,788675,,,Unknown
1371,788675,,,Unknown
1372,788675,,,Unknown
1373,788675,,,Unknown
1374,788675,,,Unknown
1375,788675,,,Unknown
1376,788675,,,Unknown
1377,788675,,,Unknown
1378,788675,,,Unknown
1379,788675,,,Unknown
1380,788675,,,Unknown
1381,788675,,,Unknown
1382,788675,,,Unknown
1383,788675,,,Unknown
1384,788675,,,Unknown
1385,788675,,,Unknown
1386,788675,,,Unknown
1387,788675,,,Unknown
1388,788675,,,Unknown
1389,788675,,,Unknown
1390,788675,,,Unknown
1391,788675,,,Unknown
1392,788675,,,Unknown
1393,788675,,,Unknown
1394,788675,,,Unknown
1395,788675,,,Unknown
1396,788675,,,Unknown
1397,788675,,,Unknown
1398,788675,,,Unknown
1399,788675,,,Unknown
1400,788675,,,Unknown
1401,788675,,,Unknown
1402,788675,,,Unknown
1403,788675,,,Unknown
1404,788675,,,Unknown
1405,788675,,,Unknown
1406,788675,,,Unknown
1407,788675,,,Unknown
1408,788675,,,Unknown
1409,788675,,,Unknown
1410,788675,,,Unknown
1411,788675,,,Unknown
1412,788675,,,Unknown
1413,788675,,,Unknown
1414,788675,,,Unknown
1415,788675,,,Unknown
1416,788675,,,Unknown
1417,788675,,,Unknown
1418,788675,,,Unknown
1419,788675,,,Unknown
1420,788675,,,Unknown
1421,788675,,,Unknown
1422,788675,,,Unknown
1423,788675,,,Unknown
1424,788675,,,Unknown
1425,788675,,,Unknown
1426,788675,,,Unknown
1427,788675,,,Unknown
1428,788675,,,Unknown
1429,788675,,,Unknown
1430,788675,,,Unknown
1431,788675,,,Unknown
1432,788675,,,Unknown
1433,788675,,,Unknown
1434,784798,62.0,F,Vehicle/Towed Trailer
1435,788675,,,Unknown
1436,744182,36.0,F,Vehicle/Towed Trailer
1437,744182,5.0,F,Vehicle/Towed Trailer
1438,788675,,,Unknown
1439,788675,,,Unknown
1440,746894,1.0,F,Vehicle/Towed Trailer
1441,747018,0.0,F,Vehicle/Towed Trailer
1442,748170,,M,Outside/Open Areas
1443,750890,52.0,F,In Water
1444,751595,59.0,M,In Water
1445,751955,5.0,M,In Water
1446,751966,31.0,M,In Water
1447,751974,61.0,M,In Water
1448,751979,28.0,M,In Water
1449,753726,53.0,F,Outside/Open Areas
1450,788675,,,Unknown
1451,754418,18.0,M,In Water
1452,754420,39.0,M,In Water
1453,754422,34.0,F,In Water
1454,754749,47.0,M,Vehicle/Towed Trailer
1455,756269,88.0,M,Outside/Open Areas
1456,756269,54.0,M,Outside/Open Areas
1457,756270,61.0,M,Outside/Open Areas
1458,788675,,,Unknown
1459,757297,,,Vehicle/Towed Trailer
1460,788675,,,Unknown
1461,788675,,,Unknown
1462,758794,57.0,M,Boating
1463,758796,50.0,F,Outside/Open Areas
1464,758860,59.0,F,Permanent Home
1465,759312,68.0,M,Permanent Home
1466,759312,66.0,F,Permanent Home
1467,788675,,,Unknown
1468,760172,36.0,M,Vehicle/Towed Trailer
1469,760172,35.0,M,Vehicle/Towed Trailer
1470,761126,68.0,M,Vehicle/Towed Trailer
1471,761444,2.0,,In Water
1472,763337,,,Boating
1473,790378,48.0,M,Vehicle/Towed Trailer
1474,790426,82.0,M,Permanent Home
1475,871251,38.0,M,Outside/Open Areas
1476,871252,25.0,M,Outside/Open Areas
1477,796756,34.0,M,Permanent Structure
1478,737543,17.0,M,In Water
1479,785711,62.0,M,Unknown
1480,788675,,,Unknown
1481,788675,,,Unknown
1482,788675,,,Unknown
1483,788675,,,Unknown
1484,788675,,,Unknown
1485,788675,,,Unknown
1486,788675,,,Unknown
1487,788675,,,Unknown
1488,788675,,,Unknown
1489,788675,,,Unknown
1490,740496,72.0,F,Vehicle/Towed Trailer
1491,740496,67.0,M,Vehicle/Towed Trailer
1492,745602,45.0,F,In Water
1493,756478,,F,Under Tree
1494,756718,80.0,F,Under Tree
1495,759999,39.0,M,Outside/Open Areas
1496,760004,82.0,M,Vehicle/Towed Trailer
1497,760004,79.0,F,Vehicle/Towed Trailer
1498,760005,43.0,F,In Water
1499,760825,23.0,M,Outside/Open Areas
1500,771183,55.0,M,Outside/Open Areas
1501,772286,,F,Unknown
1502,772286,,F,Unknown
1503,772286,,F,Unknown
1504,772286,,M,Unknown
1505,772286,,M,Unknown
1506,772286,,M,Unknown
1507,772286,,M,Unknown
1508,772286,,M,Unknown
1509,772288,,M,Unknown
1510,772379,,M,Unknown
1511,772380,,M,Unknown
1512,772381,,M,Unknown
1513,772381,,,Unknown
1514,772381,,,Unknown
1515,772382,,M,Unknown
1516,772382,,M,Unknown
1517,772383,,F,Unknown
1518,772384,,M,Unknown
1519,776801,41.0,M,Outside/Open Areas
1520,776989,18.0,M,Outside/Open Areas
1521,776990,19.0,F,Outside/Open Areas
1522,783373,,M,Under Tree
1523,783446,11.0,F,Under Tree
1524,783447,41.0,F,Under Tree
1525,784181,73.0,F,Under Tree
1526,784196,75.0,M,Outside/Open Areas
1527,784378,6.0,M,In Water
1528,727655,27.0,F,Outside/Open Areas
1529,767467,45.0,F,Mobile/Trailer Home
1530,769782,11.0,F,Vehicle/Towed Trailer
1531,772804,14.0,M,In Water
1532,774545,72.0,M,Vehicle/Towed Trailer
1533,774545,39.0,M,Vehicle/Towed Trailer
1534,778966,10.0,M,In Water
1535,778966,14.0,M,In Water
1536,779120,43.0,F,Unknown
1537,779120,35.0,M,Outside/Open Areas
1538,779120,63.0,M,Outside/Open Areas
1539,779120,50.0,M,Outside/Open Areas
1540,779120,58.0,M,Outside/Open Areas
1541,779120,61.0,M,Outside/Open Areas
1542,779120,55.0,M,Outside/Open Areas
1543,779120,68.0,M,Permanent Home
1544,779120,86.0,M,Permanent Home
1545,779120,71.0,F,Vehicle/Towed Trailer
1546,779141,53.0,F,Outside/Open Areas
1547,779141,55.0,M,Outside/Open Areas
1548,779141,85.0,F,Outside/Open Areas
1549,779141,40.0,F,Outside/Open Areas
1550,779141,48.0,M,Outside/Open Areas
1551,779141,84.0,F,Permanent Home
1552,779141,91.0,M,Permanent Home
1553,779161,66.0,M,Outside/Open Areas
1554,779161,90.0,F,Outside/Open Areas
1555,779161,72.0,M,Permanent Home
1556,779161,65.0,M,Permanent Home
1557,779162,90.0,M,Mobile/Trailer Home
1558,779162,36.0,M,Outside/Open Areas
1559,779162,66.0,M,Outside/Open Areas
1560,779162,59.0,M,Outside/Open Areas
1561,779162,40.0,M,Outside/Open Areas
1562,779162,33.0,M,Outside/Open Areas
1563,779162,63.0,M,Outside/Open Areas
1564,779162,55.0,M,Outside/Open Areas
1565,779162,83.0,M,Permanent Home
1566,779162,78.0,M,Permanent Home
1567,779162,83.0,F,Permanent Home
1568,779162,75.0,M,Permanent Home
1569,779162,73.0,F,Permanent Home
1570,779162,74.0,M,Permanent Home
1571,779162,74.0,F,Permanent Home
1572,779162,76.0,M,Permanent Home
1573,779162,61.0,M,Permanent Structure
1574,779162,58.0,M,Vehicle/Towed Trailer
1575,779163,79.0,M,Outside/Open Areas
1576,779163,71.0,M,Permanent Home
1577,779163,76.0,M,Permanent Home
1578,779859,39.0,M,In Water
1579,779859,9.0,F,In Water
1580,779859,5.0,F,In Water
1581,779859,3.0,M,In Water
1582,779874,41.0,M,In Water
1583,781581,32.0,M,Outside/Open Areas
1584,782083,69.0,M,Boating
1585,783385,24.0,F,In Water
1586,750301,55.0,M,In Water
1587,751975,67.0,M,In Water
1588,751976,21.0,M,In Water
1589,751977,15.0,M,In Water
1590,751978,60.0,M,In Water
1591,753109,,M,Unknown
1592,753635,48.0,M,In Water
1593,753637,48.0,M,In Water
1594,753814,33.0,M,Unknown
1595,753974,44.0,M,Boating
1596,755021,,,Unknown
1597,757760,1.0,F,Vehicle/Towed Trailer
1598,758147,48.0,M,In Water
1599,758846,67.0,M,Vehicle/Towed Trailer
1600,759145,12.0,M,Permanent Home
1601,762189,56.0,M,In Water
1602,762629,65.0,M,Outside/Open Areas
1603,762629,39.0,M,Outside/Open Areas
1604,762629,84.0,M,Permanent Home
1605,762629,59.0,M,Vehicle/Towed Trailer
1606,762630,57.0,M,Outside/Open Areas
1607,762630,69.0,F,Outside/Open Areas
1608,762630,66.0,M,Outside/Open Areas
1609,762630,79.0,M,Permanent Home
1610,762631,47.0,M,Vehicle/Towed Trailer
1611,762633,52.0,M,Permanent Home
1612,762633,59.0,F,Permanent Home
1613,762647,97.0,F,Outside/Open Areas
1614,762647,73.0,F,Outside/Open Areas
1615,762647,71.0,F,Permanent Home
1616,762647,58.0,M,Vehicle/Towed Trailer
1617,763373,42.0,M,Camping
1618,763714,38.0,M,In Water
1619,764786,55.0,M,Camping
1620,765635,75.0,M,Vehicle/Towed Trailer
1621,766281,,M,Unknown
1622,767004,53.0,M,Vehicle/Towed Trailer
1623,767020,66.0,M,Vehicle/Towed Trailer
1624,767237,2.0,M,Vehicle/Towed Trailer
1625,767809,34.0,M,Outside/Open Areas
1626,767822,31.0,M,Outside/Open Areas
1627,768040,27.0,M,Heavy Equipment/Construction
1628,769097,26.0,M,In Water
1629,769121,50.0,M,In Water
1630,769121,17.0,M,In Water
1631,769873,,M,Unknown
1632,755347,67.0,M,Permanent Home
1633,755349,57.0,F,Mobile/Trailer Home
1634,755349,71.0,M,Permanent Home
1635,780089,34.0,M,Vehicle/Towed Trailer
1636,780430,2.0,M,Outside/Open Areas
1637,780605,73.0,M,In Water
1638,782329,75.0,F,Boating
1639,784992,62.0,F,Vehicle/Towed Trailer
1640,784992,36.0,M,Vehicle/Towed Trailer
1641,788692,22.0,M,Vehicle/Towed Trailer
1642,789339,35.0,M,Heavy Equipment/Construction
1643,789465,57.0,M,In Water
1644,789466,18.0,M,In Water
1645,789476,45.0,M,Vehicle/Towed Trailer
1646,789505,51.0,F,Other
1647,789505,52.0,M,Other
1648,790227,78.0,F,Vehicle/Towed Trailer
1649,790530,58.0,F,Vehicle/Towed Trailer
1650,790600,17.0,M,In Water
1651,790600,18.0,M,In Water
1652,790835,53.0,M,Vehicle/Towed Trailer
1653,790835,60.0,F,Vehicle/Towed Trailer
1654,790873,,M,In Water
1655,727804,57.0,M,Outside/Open Areas
1656,734042,57.0,M,Vehicle/Towed Trailer
1657,734333,41.0,M,Outside/Open Areas
1658,740753,47.0,M,Vehicle/Towed Trailer
1659,746559,77.0,F,Outside/Open Areas
1660,748971,16.0,M,Vehicle/Towed Trailer
1661,748971,49.0,M,Vehicle/Towed Trailer
1662,748971,48.0,F,Vehicle/Towed Trailer
1663,753677,36.0,M,Permanent Structure
1664,761303,21.0,M,In Water
1665,763646,45.0,M,Boating
1666,763646,31.0,M,Boating
1667,737864,46.0,M,Other
1668,764991,66.0,M,Vehicle/Towed Trailer
1669,773052,46.0,F,Vehicle/Towed Trailer
1670,773285,40.0,M,Under Tree
1671,777333,,,Unknown
1672,777364,,M,Unknown
1673,777364,,,Unknown
1674,777365,,F,Unknown
1675,781091,34.0,F,In Water
1676,781091,67.0,M,Vehicle/Towed Trailer
1677,783080,,,Unknown
1678,786060,35.0,M,Outside/Open Areas
1679,788039,46.0,M,Other
1680,755349,79.0,F,Permanent Home
1681,730122,27.0,M,Vehicle/Towed Trailer
1682,730122,56.0,M,Vehicle/Towed Trailer
1683,730122,77.0,F,Vehicle/Towed Trailer
1684,730122,34.0,M,Vehicle/Towed Trailer
1685,730135,54.0,F,Vehicle/Towed Trailer
1686,731690,53.0,F,Vehicle/Towed Trailer
1687,733643,25.0,M,Vehicle/Towed Trailer
1688,788762,,M,Outside/Open Areas
1689,743879,59.0,M,In Water
1690,744184,11.0,M,Permanent Structure
1691,744214,,,Outside/Open Areas
1692,789116,,M,Unknown
1693,789327,61.0,M,Vehicle/Towed Trailer
1694,790714,74.0,F,Outside/Open Areas
1695,790889,27.0,M,Outside/Open Areas
1696,791367,,,Outside/Open Areas
1697,791367,,M,Outside/Open Areas
1698,791375,,M,In Water
1699,791378,,F,In Water
1700,791617,63.0,F,Vehicle/Towed Trailer
1701,792067,12.0,M,Vehicle/Towed Trailer
1702,792153,49.0,F,Vehicle/Towed Trailer
1703,792166,,M,Boating
1704,792844,21.0,M,Vehicle/Towed Trailer
1705,792845,58.0,F,Camping
1706,793215,31.0,M,Vehicle/Towed Trailer
1707,793808,19.0,F,Vehicle/Towed Trailer
1708,794523,61.0,M,Outside/Open Areas
1709,796017,62.0,F,Vehicle/Towed Trailer
1710,796017,63.0,M,Vehicle/Towed Trailer
1711,797280,51.0,M,Outside/Open Areas
1712,797347,78.0,F,Vehicle/Towed Trailer
1713,797462,,,Vehicle/Towed Trailer
1714,798159,31.0,M,Outside/Open Areas
1715,798906,30.0,F,Camping
1716,800730,22.0,F,In Water
1717,740316,57.0,M,Boating
1718,741199,61.0,M,Vehicle/Towed Trailer
1719,742308,4.0,M,In Water
1720,743643,30.0,F,Vehicle/Towed Trailer
1721,744130,2.0,F,Mobile/Trailer Home
1722,745607,32.0,M,In Water
1723,745735,89.0,M,Outside/Open Areas
1724,745735,63.0,M,Outside/Open Areas
1725,745736,57.0,M,Outside/Open Areas
1726,747736,56.0,M,In Water
1727,749533,62.0,F,Vehicle/Towed Trailer
1728,749535,61.0,M,Unknown
1729,749643,23.0,F,Unknown
1730,750491,,M,In Water
1731,751925,,F,Under Tree
1732,751926,,F,Under Tree
1733,752005,,F,Under Tree
1734,752006,,F,Under Tree
1735,752007,,F,Under Tree
1736,752008,,F,Under Tree
1737,752009,,F,Under Tree
1738,752010,,F,Under Tree
1739,752011,,F,Under Tree
1740,752012,,F,Under Tree
1741,752857,84.0,F,Vehicle/Towed Trailer
1742,752985,81.0,M,Vehicle/Towed Trailer
1743,752986,81.0,M,Vehicle/Towed Trailer
1744,757873,1.0,M,Vehicle/Towed Trailer
1745,754019,48.0,M,Vehicle/Towed Trailer
1746,754086,26.0,M,In Water
1747,757873,1.0,F,Vehicle/Towed Trailer
1748,767341,10.0,M,In Water
1749,767342,31.0,M,In Water
1750,769801,71.0,M,Vehicle/Towed Trailer
1751,775196,69.0,F,Boating
1752,775196,45.0,F,Boating
1753,775196,2.0,M,Boating
1754,775196,7.0,M,Boating
1755,775196,9.0,M,Boating
1756,775196,1.0,F,Boating
1757,775196,15.0,M,Boating
1758,775196,40.0,M,Boating
1759,775196,53.0,M,Boating
1760,775196,76.0,M,Boating
1761,775196,73.0,M,Boating
1762,775196,69.0,M,Boating
1763,775196,65.0,M,Boating
1764,775196,63.0,F,Boating
1765,775196,64.0,F,Boating
1766,775196,68.0,F,Boating
1767,775196,70.0,M,Boating
1768,785299,19.0,F,Vehicle/Towed Trailer
1769,788080,63.0,F,Camping
1770,788080,65.0,M,Camping
1771,788080,55.0,M,Camping
1772,788080,51.0,M,Camping
1773,794225,32.0,M,Vehicle/Towed Trailer
1774,794225,30.0,M,Vehicle/Towed Trailer
1775,774125,17.0,M,In Water
1776,783544,,M,Outside/Open Areas
1777,780506,52.0,M,Boating
1778,789972,52.0,F,Vehicle/Towed Trailer
1779,790424,87.0,M,Permanent Home
1780,790424,79.0,F,Permanent Home
1781,790424,60.0,F,Permanent Home
1782,790424,65.0,M,Permanent Home
1783,790424,91.0,M,Permanent Home
1784,790424,55.0,M,Permanent Home
1785,789475,28.0,M,Permanent Home
1786,789475,64.0,M,Outside/Open Areas
1787,789475,43.0,M,Outside/Open Areas
1788,789475,61.0,M,Outside/Open Areas
1789,789475,52.0,M,Permanent Home
1790,789475,79.0,F,Permanent Home
1791,789475,81.0,M,Permanent Home
1792,789475,71.0,M,Permanent Home
1793,789475,78.0,M,Permanent Home
1794,789475,68.0,M,Permanent Home
1795,789475,67.0,M,Permanent Home
1796,789475,70.0,M,Permanent Home
1797,789475,64.0,M,Outside/Open Areas
1798,789475,94.0,F,Permanent Home
1799,789475,60.0,M,Outside/Open Areas
1800,789475,64.0,M,Outside/Open Areas
1801,790425,70.0,M,Vehicle/Towed Trailer
1802,790374,63.0,M,Outside/Open Areas
1803,790374,49.0,M,Outside/Open Areas
1804,790377,82.0,M,Permanent Home
1805,790379,48.0,M,Permanent Structure
1806,790380,72.0,F,Permanent Structure
1807,790381,44.0,M,Permanent Home
1808,790381,71.0,M,Permanent Home
1809,790382,78.0,M,Permanent Home
1810,790382,55.0,M,Outside/Open Areas
1811,790383,47.0,F,Permanent Home
1812,790384,67.0,M,Mobile/Trailer Home
1813,790384,67.0,M,Permanent Home
1814,790384,91.0,M,Outside/Open Areas
1815,790384,61.0,M,Permanent Home
1816,790385,52.0,M,Outside/Open Areas
1817,790385,62.0,M,Outside/Open Areas
1818,790385,22.0,M,Outside/Open Areas
1819,790385,93.0,M,Permanent Structure
1820,790779,1.0,F,Vehicle/Towed Trailer
1821,790398,11.0,F,Permanent Home
1822,771715,67.0,M,Outside/Open Areas
1823,774393,39.0,M,Under Tree
1824,797027,63.0,M,In Water
1825,773906,30.0,M,In Water
1826,847160,1.0,F,Vehicle/Towed Trailer
1827,819069,45.0,M,Vehicle/Towed Trailer
1828,820152,,M,In Water
1829,820397,48.0,M,In Water
1830,820556,41.0,M,In Water
1831,820556,59.0,M,In Water
1832,823215,22.0,M,Boating
1833,823241,48.0,F,Vehicle/Towed Trailer
1834,824254,83.0,M,Outside/Open Areas
1835,824286,14.0,M,In Water
1836,824287,33.0,M,In Water
1837,824288,34.0,M,In Water
1838,825640,,F,In Water
1839,825810,71.0,M,In Water
1840,826063,,,Vehicle/Towed Trailer
1841,826316,50.0,F,Outside/Open Areas
1842,829480,59.0,F,Vehicle/Towed Trailer
1843,832399,31.0,F,Other
1844,832414,65.0,F,In Water
1845,832420,29.0,M,Other
1846,832432,64.0,F,In Water
1847,833717,55.0,F,Boating
1848,833747,29.0,F,Permanent Structure
1849,835231,64.0,F,Permanent Home
1850,836615,31.0,M,Outside/Open Areas
1851,836615,78.0,M,Outside/Open Areas
1852,836615,86.0,M,Permanent Home
1853,836622,53.0,M,Unknown
1854,836622,81.0,M,Unknown
1855,836622,49.0,M,Outside/Open Areas
1856,836622,53.0,M,Outside/Open Areas
1857,836622,46.0,M,Outside/Open Areas
1858,836622,43.0,M,Outside/Open Areas
1859,836622,74.0,F,Outside/Open Areas
1860,836622,47.0,M,Outside/Open Areas
1861,836624,52.0,M,Outside/Open Areas
1862,836625,51.0,M,Unknown
1863,836625,26.0,M,Permanent Structure
1864,836626,72.0,M,Outside/Open Areas
1865,836627,81.0,F,Unknown
1866,836627,60.0,M,Outside/Open Areas
1867,837662,26.0,M,In Water
1868,837666,16.0,M,In Water
1869,837675,23.0,,In Water
1870,839173,39.0,M,Under Tree
1871,858720,,,Outside/Open Areas
1872,840706,1.0,F,Vehicle/Towed Trailer
1873,841056,4.0,M,Vehicle/Towed Trailer
1874,841235,64.0,F,Vehicle/Towed Trailer
1875,841246,62.0,M,Vehicle/Towed Trailer
1876,841554,38.0,M,Vehicle/Towed Trailer
1877,841676,40.0,M,Vehicle/Towed Trailer
1878,841752,,M,Vehicle/Towed Trailer
1879,858866,,,Unknown
1880,859399,,,Vehicle/Towed Trailer
1881,828322,61.0,M,Vehicle/Towed Trailer
1882,856471,47.0,M,Vehicle/Towed Trailer
1883,863827,21.0,M,Outside/Open Areas
1884,860326,65.0,M,Outside/Open Areas
1885,860437,21.0,M,Vehicle/Towed Trailer
1886,862699,51.0,M,Vehicle/Towed Trailer
1887,863280,51.0,M,Vehicle/Towed Trailer
1888,863635,,M,In Water
1889,863947,44.0,M,Outside/Open Areas
1890,863947,56.0,F,Outside/Open Areas
1891,864941,,M,In Water
1892,866820,69.0,M,In Water
1893,824183,74.0,F,Vehicle/Towed Trailer
1894,824193,58.0,M,Outside/Open Areas
1895,825251,35.0,M,In Water
1896,826858,,M,Under Tree
1897,828940,55.0,M,Vehicle/Towed Trailer
1898,842419,21.0,M,Vehicle/Towed Trailer
1899,847664,34.0,M,Outside/Open Areas
1900,848346,34.0,M,In Water
1901,848403,9.0,M,In Water
1902,848407,48.0,F,In Water
1903,848556,18.0,M,In Water
1904,848847,22.0,M,In Water
